,Unnamed: 0,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,ID
453,469,Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,0.489,7.4,3.3,-1.4,-0.6,18.7,0.6,0.298,-0.9,5.7,1.2,13.5,1.1,10.1,11.9,0.575,15.8,0.2,1.7,0.076,"$6,250,000",POR,/players/l/littlna01.html
454,470,Isaiah Livers,SF,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,0.711,8.0,1.6,-1.5,-0.2,12.5,0.3,0.156,-1.3,4.0,0.4,11.1,1.7,13.5,8.0,0.629,12.4,0.0,0.7,0.085,"$1,836,096",DET,/players/l/liveris01.html
455,471,Kevon Looney,C,25,GSW,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0.003,13.2,2.9,0.9,1.7,23.8,3.2,0.343,-0.9,13.5,3.5,15.7,1.4,13.8,18.8,0.586,12.2,1.3,6.8,0.187,"$8,500,000",GSW,/players/l/looneke01.html
456,472,Brook Lopez,C,33,MIL,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,0.405,3.0,4.8,-1.3,-0.7,11.9,0.3,0.176,-0.7,6.9,0.3,16.0,1.3,7.8,9.4,0.57,21.9,0.1,0.7,0.108,,,/players/l/lopezbr01.html
457,473,Robin Lopez,C,33,ORL,36,9,17.0,3.1,5.5,0.553,0.1,0.2,0.333,3.0,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,0.03,14.4,2.7,-3.8,-1.4,10.0,0.3,0.271,-2.4,11.7,0.5,13.7,0.2,16.5,10.9,0.57,18.9,-0.3,0.8,0.064,,,/players/l/lopezro01.html
458,474,Didi Louzada,SG-SF,22,TOT,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,0.697,5.3,1.5,-7.5,-3.4,10.6,0.0,0.061,-4.1,4.1,0.0,6.4,0.8,12.9,7.2,0.517,13.0,-0.2,0.0,-0.005,"$268,032",POR,
459,475,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,17.1,0.0,-12.5,-8.4,0.0,0.0,0.0,-4.1,31.0,0.0,-1.2,0.0,0.0,15.8,0.0,18.4,0.0,0.0,-0.238,"$268,032",POR,
460,476,Didi Louzada,SG,22,POR,7,1,17.4,1.7,4.3,0.4,1.3,2.9,0.45,0.4,1.4,0.3,0.55,0.3,0.3,1.0,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,0.667,4.7,1.6,-7.2,-3.1,11.2,0.0,0.067,-4.1,2.6,0.0,6.8,0.8,13.9,6.8,0.567,12.7,-0.2,0.0,0.008,"$268,032",POR,
461,477,Kevin Love,C,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0.627,15.3,1.0,4.5,0.1,29.2,2.5,0.26,4.4,5.9,3.2,19.6,0.8,10.4,17.8,0.594,25.1,2.7,5.7,0.164,,,/players/l/loveke01.html
462,478,Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,0.609,32.3,0.8,2.0,0.8,13.0,2.7,0.278,1.1,1.8,3.7,15.0,1.6,19.3,7.5,0.6,18.2,2.1,6.4,0.143,"$29,682,540",MIA,/players/l/lowryky01.html
463,480,Gabriel Lundberg,SG,27,PHO,4,0,11.0,1.3,4.8,0.263,0.8,2.0,0.375,0.5,2.8,0.182,0.342,0.0,0.0,,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,0.421,31.5,0.0,-4.8,0.5,11.9,0.1,0.0,-5.3,5.0,-0.1,7.7,3.3,13.6,8.5,0.342,21.5,0.0,0.0,-0.005,,,
464,481,Timothé Luwawu-Cabarrot,SF,26,ATL,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,0.656,7.7,0.8,-3.3,-1.0,10.3,0.3,0.22,-2.3,2.7,0.6,9.3,1.3,8.9,6.6,0.556,14.3,-0.2,0.9,0.061,,,
465,482,Trey Lyles,PF,26,TOT,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,0.372,9.0,1.9,-0.3,-0.8,21.2,1.2,0.432,0.5,6.0,2.4,16.4,0.9,9.8,13.4,0.588,20.7,0.7,3.5,0.111,,,/players/l/lylestr01.html
466,483,Trey Lyles,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,0.38,9.5,2.4,0.0,-0.4,21.2,0.9,0.458,0.5,6.2,1.3,16.7,1.1,10.5,13.3,0.576,22.3,0.5,2.2,0.106,,,/players/l/lylestr01.html
467,484,Trey Lyles,PF,26,SAC,24,20,22.8,3.6,7.4,0.489,1.0,2.6,0.365,2.7,4.8,0.557,0.553,2.4,2.8,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,0.354,8.1,1.0,-1.0,-1.6,21.3,0.3,0.376,0.7,5.7,1.1,16.0,0.6,8.4,13.4,0.612,17.8,0.1,1.4,0.12,,,/players/l/lylestr01.html
468,485,Théo Maledon,PG,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2.0,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,0.473,18.5,1.1,-4.4,-0.7,12.8,0.8,0.315,-3.7,2.2,-0.5,10.6,1.7,15.3,7.4,0.5,20.3,-0.6,0.3,0.015,,,/players/m/maledth01.html
469,486,Sandro Mamukelashvili,PF,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,0.452,7.4,2.1,-0.3,-1.0,12.0,0.3,0.191,0.6,9.3,0.8,14.7,1.1,10.7,10.7,0.618,14.6,0.2,1.1,0.135,,,/players/m/mamuksa01.html
470,487,Terance Mann,SF,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,0.301,13.1,0.8,-0.6,0.2,14.3,2.4,0.238,-0.8,4.9,3.1,13.4,1.2,9.9,9.7,0.572,16.0,0.8,5.5,0.113,"$10,576,923",LAC,/players/m/mannte01.html
471,488,Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,0.463,10.7,0.8,-4.4,-1.1,11.2,1.0,0.139,-3.3,1.9,-1.0,10.2,1.7,10.2,6.4,0.501,22.0,-0.8,0.1,0.002,"$3,191,400",OKC,/players/m/manntr01.html
472,489,Boban Marjanović,C,33,DAL,23,0,5.6,1.8,3.0,0.6,0.0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1.0,0.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3,0.057,4.8,2.1,-4.4,-1.2,27.0,0.2,0.314,-3.2,6.9,-0.1,18.5,0.0,15.8,16.9,0.615,33.3,-0.1,0.1,0.045,,,/players/m/marjabo01.html
473,490,Lauri Markkanen,SF,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0.541,6.6,1.4,0.4,-0.1,16.5,2.3,0.226,0.4,3.5,2.7,14.7,1.2,6.5,10.2,0.582,19.5,1.1,5.0,0.127,"$17,259,999",UTA,/players/m/markkla01.html
474,491,Naji Marshall,SF,24,NOP,55,4,13.4,2.0,4.9,0.405,0.4,1.9,0.2,1.6,3.0,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,0.39,12.3,1.0,-3.2,-0.5,16.0,0.7,0.346,-2.7,5.6,0.0,12.3,2.2,12.9,10.7,0.505,20.8,-0.2,0.8,0.05,"$1,930,681",NOP,/players/m/marshna01.html
475,492,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,0.378,7.0,2.3,1.1,0.9,13.0,2.1,0.227,0.1,5.9,1.9,14.8,2.1,10.3,9.5,0.611,16.3,1.1,4.0,0.139,"$6,802,950",MIA,/players/m/martica02.html
476,493,Cody Martin,SF,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,0.376,12.4,1.6,-0.5,0.7,11.7,1.5,0.253,-1.2,4.6,2.4,12.7,2.3,11.5,8.1,0.579,12.1,0.7,3.9,0.101,"$7,560,000",CHO,/players/m/martico01.html
477,494,Kelan Martin,SF,26,TOT,30,1,15.0,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,0.439,6.7,1.7,-3.6,-1.0,9.6,0.2,0.076,-2.6,4.1,-0.1,9.4,1.4,7.3,6.8,0.484,18.1,-0.2,0.0,0.005,,,
478,495,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3,0.44,6.8,1.8,-3.3,-0.9,9.5,0.2,0.077,-2.4,4.0,-0.1,9.7,1.4,7.5,6.7,0.492,18.1,-0.1,0.1,0.01,,,
479,496,Kelan Martin,SF,26,BOS,3,0,2.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,-25.1,-10.5,17.6,0.0,0.0,-14.7,18.5,-0.1,-11.3,0.0,0.0,18.0,0.0,22.0,0.0,0.0,-0.382,,,
480,497,Kenyon Martin Jr.,SF,21,HOU,79,2,21.0,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1.0,1.6,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,0.321,9.4,2.2,-1.2,-1.2,14.5,0.6,0.235,0.0,5.3,2.3,14.3,1.0,9.4,9.9,0.603,16.3,0.4,2.9,0.084,"$1,930,681",LAC,/players/m/martike04.html
481,498,Garrison Mathews,SG,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,0.837,5.3,1.3,-2.3,-1.0,10.2,0.5,0.39,-1.3,2.0,2.2,11.0,1.6,7.1,6.1,0.602,14.4,-0.1,2.8,0.078,"$2,000,000",ATL,/players/m/mathega01.html
482,499,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,1.0,8.0,0.0,0.3,1.7,13.4,0.0,0.0,-1.4,0.0,0.0,11.0,3.0,0.0,6.5,0.5,15.4,0.0,0.0,0.114,,,
483,500,Wesley Matthews,SG,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,0.714,4.6,0.8,-3.3,-0.3,6.4,0.6,0.127,-3.0,3.2,0.6,6.9,1.1,7.2,4.9,0.536,10.7,-0.3,1.2,0.056,,,/players/m/matthwe02.html
484,501,Tyrese Maxey,PG,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0.311,19.1,1.1,0.6,-0.7,8.9,1.9,0.247,1.3,1.1,5.4,16.2,1.0,7.4,5.1,0.594,20.2,1.8,7.3,0.132,"$4,343,920",PHI,/players/m/maxeyty01.html
485,502,Skylar Mays,SG,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,0.391,10.8,0.0,-2.0,-0.8,9.9,0.1,0.141,-1.2,2.5,0.2,11.7,1.6,12.8,6.2,0.589,15.5,0.0,0.3,0.061,,,/players/m/mayssk01.html
486,503,Miles McBride,PG,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,0.63,15.9,0.3,-4.5,1.0,11.2,0.4,0.111,-5.5,1.1,-0.1,6.1,1.9,4.2,6.1,0.393,13.9,-0.2,0.2,0.032,"$1,836,096",NYK,/players/m/mcbrimi01.html
487,505,Mac McClung,SG-PG,23,TOT,2,0,12.0,1.5,3.0,0.5,0.5,1.5,0.333,1.0,1.5,0.667,0.583,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,0.5,5.2,3.6,-9.6,-1.2,12.9,0.0,0.167,-8.4,0.0,0.0,5.2,1.9,31.8,6.5,0.621,16.3,0.0,0.0,-0.045,,,/players/m/mccluma01.html
488,506,Mac McClung,PG,23,CHI,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-15.3,-8.4,0.0,0.0,0.0,-6.9,0.0,0.0,8.7,0.0,50.0,0.0,1.0,29.4,0.0,0.0,-0.251,,,/players/m/mccluma01.html
489,507,Mac McClung,SG,23,LAL,1,0,22.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,0.6,6.0,4.0,-8.8,-0.2,14.6,0.0,0.2,-8.6,0.0,0.0,4.7,2.2,26.9,7.3,0.551,14.5,0.0,0.0,-0.015,,,/players/m/mccluma01.html
490,508,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,0.403,26.1,1.0,1.9,-1.3,11.5,1.0,0.146,3.2,2.6,2.6,18.3,1.6,9.3,6.9,0.553,27.5,2.1,3.6,0.081,"$35,802,469",NOP,/players/m/mccolcj01.html
491,509,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,0.435,22.5,1.6,0.1,-1.7,10.7,0.3,0.102,1.8,2.8,0.7,15.8,1.4,9.2,6.6,0.532,26.1,0.7,1.0,0.04,"$35,802,469",NOP,/players/m/mccolcj01.html
492,510,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,0.361,31.3,0.1,4.6,-0.7,12.5,0.7,0.204,5.3,2.3,1.9,21.9,1.9,9.5,7.3,0.58,29.4,1.5,2.6,0.14,"$35,802,469",NOP,/players/m/mccolcj01.html
493,511,T.J. McConnell,PG,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,0.159,28.7,1.3,0.9,1.4,12.2,0.4,0.111,-0.4,3.4,1.0,15.1,2.2,11.7,7.7,0.525,16.2,0.5,1.3,0.098,"$8,700,000",IND,/players/m/mccontj01.html
494,512,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,0.455,6.1,2.9,-2.9,-0.1,13.2,1.7,0.128,-2.9,4.4,0.7,10.3,1.4,11.4,8.7,0.553,15.3,-0.4,2.4,0.065,"$3,901,399",MIN,/players/m/mcdanja02.html
495,513,Jalen McDaniels,SF,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,0.425,8.7,2.3,-2.3,-0.4,16.0,0.7,0.283,-1.9,4.3,1.0,12.7,1.4,11.2,10.1,0.595,15.3,-0.1,1.7,0.093,,,/players/m/mcdanja01.html
496,514,Doug McDermott,PF,30,SAS,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,0.551,7.3,0.4,-2.5,-2.1,8.4,0.5,0.11,-0.4,1.5,1.1,11.4,0.5,8.1,4.9,0.593,18.3,-0.1,1.6,0.062,"$13,750,000",SAS,/players/m/mcderdo01.html
497,515,JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,0.02,5.4,6.1,0.8,0.9,29.7,2.6,0.319,-0.1,15.3,2.4,22.6,0.9,15.8,22.7,0.651,22.8,0.8,4.9,0.201,"$5,734,280",DAL,/players/m/mcgeeja01.html
498,516,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,0.429,9.4,2.1,-4.0,-3.0,22.3,0.0,0.143,-1.0,13.8,0.1,12.5,0.0,0.0,17.9,0.47,14.0,0.0,0.1,0.097,,,
499,517,Rodney McGruder,SG,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,0.649,9.6,0.8,-1.4,-0.7,12.1,0.4,0.116,-0.7,4.2,0.7,11.6,1.4,9.2,8.0,0.577,14.8,0.1,1.2,0.075,,,/players/m/mcgruro01.html
500,518,Alfonzo McKinnie,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,0.443,3.2,1.3,-9.0,-3.4,10.9,0.1,0.131,-5.6,7.1,-0.2,5.6,0.5,9.8,9.0,0.457,15.3,-0.4,-0.1,-0.015,,,
501,519,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.5,22.3,0.0,-13.6,-4.2,0.0,0.0,0.0,-9.4,0.0,0.0,-2.9,0.0,0.0,0.0,0.0,8.2,0.0,0.0,-0.101,,,
502,520,Jordan McLaughlin,PG,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,0.425,26.1,1.1,0.4,1.6,8.8,1.0,0.2,-1.2,2.6,1.3,13.4,3.0,14.9,5.6,0.535,11.8,0.6,2.3,0.123,"$2,320,000",MIN,/players/m/mclaujo01.html
503,521,Ben McLemore,SG,28,POR,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,0.774,7.3,0.8,-3.2,-2.5,8.1,0.2,0.163,-0.7,1.0,0.7,11.7,1.4,8.7,4.4,0.567,21.3,-0.4,0.8,0.031,,,
504,522,De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,0.535,16.0,2.1,1.9,1.6,17.1,2.8,0.173,0.3,4.0,0.9,15.2,3.0,13.0,10.4,0.529,21.3,1.6,3.7,0.107,"$8,000,000",PHI,/players/m/meltode01.html
505,523,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,0.958,9.0,0.0,-5.6,-3.4,11.1,0.0,0.167,-2.2,1.8,0.0,7.5,0.0,7.2,6.3,0.485,19.6,-0.1,0.0,0.029,"$1,997,238",CLE,/players/m/merrisa01.html
506,524,Chimezie Metu,C,24,SAC,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,0.414,6.9,2.2,-1.5,0.1,25.9,1.4,0.203,-1.6,2.9,0.1,13.4,1.9,11.1,14.3,0.546,18.5,0.2,1.5,0.056,,,/players/m/metuch01.html
507,525,Khris Middleton,SF,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,0.425,25.5,0.8,1.6,-0.3,15.3,2.2,0.285,1.9,2.1,3.2,18.1,1.7,14.2,8.8,0.577,26.7,1.9,5.3,0.119,,,/players/m/middlkh01.html
508,526,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,-16.3,0.0,0.0,0.0,,-16.3,0.0,0.0,-7.8,0.0,,0.0,,0.0,0.0,0.0,0.03,,,
509,527,Patty Mills,SG,33,BRK,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,0.715,10.6,0.6,-1.7,-1.4,6.2,0.9,0.074,-0.3,0.9,1.9,10.4,1.1,8.2,3.6,0.563,16.4,0.2,2.8,0.058,"$6,802,950",ATL,/players/m/millspa02.html
510,528,Paul Millsap,C,36,TOT,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,0.304,10.4,3.1,-3.5,0.2,20.7,0.5,0.209,-3.7,12.3,0.0,10.8,1.3,13.1,16.6,0.458,16.7,-0.1,0.5,0.061,,,
511,529,Paul Millsap,C,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,0.318,11.8,3.6,-3.1,0.5,23.6,0.3,0.2,-3.6,12.0,0.1,11.2,0.9,10.6,17.9,0.443,16.5,-0.1,0.4,0.069,,,
512,530,Paul Millsap,C,36,PHI,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,0.267,6.8,1.7,-4.5,-0.4,13.5,0.1,0.233,-4.1,12.9,0.0,9.7,2.4,19.5,13.2,0.499,17.4,-0.1,0.1,0.041,,,
513,532,Shake Milton,SG,25,PHI,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,0.33,17.6,1.3,-2.2,-0.6,10.4,1.0,0.181,-1.6,2.9,0.7,11.9,1.2,9.2,6.7,0.517,18.3,-0.1,1.7,0.069,,,/players/m/miltosh01.html
514,533,Davion Mitchell,PG,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0.38,22.5,1.0,-3.8,-1.7,7.0,0.6,0.101,-2.1,1.7,-0.5,10.8,1.3,11.5,4.4,0.489,20.6,-0.9,0.1,0.003,"$5,063,640",SAC,/players/m/mitchda01.html
515,534,Donovan Mitchell,SG,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,0.475,27.7,0.5,4.3,-0.3,10.6,2.5,0.227,4.6,2.7,4.7,21.6,2.2,11.7,6.8,0.572,32.9,3.6,7.2,0.152,"$33,162,030",CLE,/players/m/mitchdo01.html
