,Unnamed: 0,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,ID
389,403,Tyler Johnson,PG,29,PHI,3,0,12.7,1.3,3.3,0.4,1.0,2.3,0.429,0.3,1.0,0.333,0.55,0.0,0.0,,0.3,1.7,2.0,0.7,0.3,0.3,0.3,1.3,3.7,0.7,7.4,2.4,-2.0,0.5,14.4,0.0,0.0,-2.4,3.0,0.0,9.4,1.3,9.1,8.8,0.55,13.0,0.0,0.1,0.072,,,
390,404,Tyler Johnson,PG,29,SAS,3,0,17.7,0.7,3.3,0.2,0.7,2.0,0.333,0.0,1.3,0.0,0.3,0.0,0.0,,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0,2.0,0.6,11.0,3.2,-3.8,1.1,8.0,0.0,0.0,-4.9,3.9,0.0,5.5,1.8,9.1,5.9,0.3,8.8,0.0,0.0,0.006,,,
391,405,Nikola Jokić,C,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,0.22,42.6,2.3,13.7,4.5,35.5,4.5,0.357,9.2,9.6,10.8,32.8,2.2,15.6,23.0,0.661,31.9,9.8,15.2,0.296,"$46,900,000",DEN,/players/j/jokicni01.html
392,406,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0.0,0.2,0.0,0.2,1.6,0.125,0.111,0.4,0.4,1.0,0.2,0.4,0.6,1.0,0.2,0.0,0.6,0.0,0.8,0.111,26.7,0.0,-15.5,-4.2,9.7,0.0,0.222,-11.3,4.8,-0.2,-1.8,2.2,23.3,7.3,0.202,25.1,-0.1,-0.1,-0.285,"$1,927,896",CHI,/players/j/jonesca03.html
393,407,Carlik Jones,PG,24,DAL,3,0,6.3,0.0,2.3,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,0.7,0.7,1.0,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7,0.143,32.3,0.0,-17.3,-4.3,11.7,0.0,0.286,-13.0,5.8,-0.2,-4.0,2.6,27.6,8.8,0.127,25.8,-0.1,-0.1,-0.338,"$1,927,896",CHI,/players/j/jonesca03.html
394,408,Carlik Jones,PG,24,DEN,2,0,2.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.7,-3.7,0.0,0.0,0.0,-3.0,0.0,0.0,8.9,0.0,0.0,0.0,0.5,21.9,0.0,0.0,-0.03,"$1,927,896",CHI,/players/j/jonesca03.html
395,409,Damian Jones,C,26,SAC,56,15,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,0.109,10.2,4.0,0.3,0.5,18.5,0.9,0.492,-0.2,7.9,2.4,18.3,1.2,15.4,13.2,0.701,16.2,0.6,3.3,0.156,"$2,586,665",CLE,/players/j/jonesda03.html
396,410,Derrick Jones Jr.,PF,24,CHI,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,0.313,4.4,3.2,-0.9,0.5,13.6,0.8,0.359,-1.5,7.6,1.4,13.0,1.4,11.7,10.6,0.633,12.5,0.2,2.2,0.119,"$3,360,000",CHI,/players/j/jonesde02.html
397,411,Herbert Jones,PF,23,NOP,78,69,29.9,3.5,7.4,0.476,0.7,2.2,0.337,2.8,5.2,0.533,0.525,1.8,2.1,0.84,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5,0.293,10.0,2.5,-0.5,1.5,9.6,2.5,0.283,-2.0,4.5,2.1,12.3,2.7,13.4,7.0,0.573,13.7,0.9,4.6,0.096,,,/players/j/joneshe01.html
398,412,Jemerrio Jones,SF,26,LAL,2,0,7.5,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,-1.0,0.1,7.1,0.0,0.0,-1.1,14.4,0.0,14.8,3.2,0.0,10.8,0.667,8.6,0.0,0.1,0.17,,,
399,413,Kai Jones,C,21,CHO,21,0,3.0,0.4,0.7,0.643,0.0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,0.143,8.6,3.0,-6.6,-1.4,13.7,0.0,0.571,-5.2,5.0,0.0,9.2,0.8,25.5,9.2,0.628,15.9,-0.1,0.0,0.009,"$3,047,880",CHO,/players/j/joneska01.html
400,414,Mason Jones,SG,23,LAL,4,0,12.8,1.8,3.8,0.467,0.3,1.0,0.25,1.5,2.8,0.545,0.5,3.0,3.8,0.8,0.3,2.3,2.5,1.0,0.5,0.0,0.3,2.0,6.8,0.267,10.9,0.0,-0.9,0.3,18.9,0.0,1.0,-1.2,2.1,0.2,17.8,1.9,4.4,10.5,0.625,19.0,0.0,0.2,0.201,,,
401,415,Tre Jones,PG,22,SAS,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0,0.15,27.0,0.5,-0.5,0.4,11.6,0.9,0.268,-0.9,2.6,1.9,15.0,1.8,10.8,7.1,0.545,15.6,0.4,2.9,0.121,,,/players/j/jonestr01.html
402,416,Tyus Jones,PG,25,MEM,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,0.371,28.2,0.1,1.7,0.5,11.0,1.6,0.12,1.2,1.1,3.4,16.5,2.0,7.3,5.9,0.544,16.6,1.4,5.1,0.158,"$14,000,000",WAS,/players/j/jonesty01.html
403,417,DeAndre Jordan,C,33,TOT,48,20,13.0,1.9,3.0,0.643,0.0,0.0,,1.9,3.0,0.643,0.643,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3,0.0,4.9,5.0,-1.4,0.1,31.4,1.0,0.28,-1.5,14.7,0.9,17.2,0.9,18.7,23.1,0.641,13.9,0.1,1.9,0.145,,,/players/j/jordade01.html
404,418,DeAndre Jordan,C,33,LAL,32,19,12.8,1.9,2.8,0.674,0.0,0.0,,1.9,2.8,0.674,0.674,0.4,0.8,0.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1,0.0,4.5,5.7,-0.6,0.9,31.8,0.6,0.292,-1.5,13.5,0.7,17.5,1.2,17.3,22.7,0.657,12.8,0.2,1.3,0.153,,,/players/j/jordade01.html
405,419,DeAndre Jordan,C,33,PHI,16,1,13.4,2.0,3.4,0.593,0.0,0.0,,2.0,3.4,0.593,0.593,0.6,0.9,0.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6,0.0,5.6,3.8,-2.9,-1.4,30.8,0.3,0.259,-1.6,17.0,0.3,16.5,0.5,21.0,24.0,0.615,16.0,0.0,0.6,0.131,,,/players/j/jordade01.html
406,421,Cory Joseph,PG,30,DET,65,39,24.6,2.7,6.2,0.445,1.0,2.4,0.414,1.7,3.7,0.465,0.526,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0,0.393,21.8,1.0,-2.1,-0.1,10.3,0.8,0.283,-2.0,1.9,1.7,11.4,1.3,15.9,5.9,0.579,14.3,0.0,2.5,0.075,,,/players/j/josepco01.html
407,422,Georgios Kalaitzakis,SF,23,TOT,13,4,16.4,2.4,5.2,0.463,0.8,2.0,0.385,1.6,3.2,0.512,0.537,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6,0.388,8.8,0.9,-7.0,-1.9,7.3,0.2,0.448,-5.1,3.0,-0.3,8.6,2.5,20.0,5.1,0.536,20.2,-0.3,-0.1,-0.024,,,
408,423,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1.0,0.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8,0.364,0.0,2.0,-7.9,-2.1,8.7,0.0,0.818,-5.8,9.0,0.0,5.8,1.0,21.1,8.8,0.535,16.9,-0.1,0.0,-0.01,,,
409,424,Georgios Kalaitzakis,SF,23,OKC,4,4,41.5,6.5,14.0,0.464,2.0,5.5,0.364,4.5,8.5,0.529,0.536,2.5,5.3,0.476,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5,0.393,11.4,0.6,-6.8,-1.9,6.9,0.2,0.375,-4.9,1.2,-0.2,9.4,2.9,19.7,4.0,0.536,21.1,-0.2,-0.1,-0.028,,,
410,425,Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,0.227,10.1,3.4,4.9,2.5,17.3,0.3,0.303,2.4,6.7,0.5,21.3,2.1,6.3,12.1,0.635,19.0,0.3,0.9,0.228,,,/players/k/kaminfr01.html
411,426,Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0.662,11.2,0.3,0.5,-0.3,11.2,1.7,0.121,0.8,1.1,2.8,13.3,1.1,8.2,6.3,0.619,16.8,1.2,4.5,0.113,"$15,418,363",MEM,/players/k/kennalu01.html
412,427,Braxton Key,SF,24,TOT,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,0.292,8.9,5.0,-3.3,0.6,21.4,0.3,0.181,-3.8,6.8,-0.1,13.7,2.5,12.4,13.7,0.508,19.4,-0.1,0.2,0.052,,,/players/k/keybr01.html
413,428,Braxton Key,SF,24,PHI,2,0,3.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,25.7,0.0,-6.2,3.3,18.3,0.0,0.0,-9.5,18.9,0.0,9.0,8.3,50.0,18.6,0.5,29.9,0.0,0.0,-0.169,,,/players/k/keybr01.html
414,429,Braxton Key,SF,24,DET,9,0,21.2,3.6,7.8,0.457,0.7,2.2,0.3,2.9,5.6,0.52,0.5,0.8,1.4,0.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6,0.286,8.4,5.2,-3.2,0.5,21.5,0.3,0.186,-3.7,6.5,0.0,13.9,2.3,10.6,13.6,0.508,19.0,-0.1,0.2,0.059,,,/players/k/keybr01.html
415,430,George King,SF,28,DAL,4,0,4.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3,0.8,0.0,0.0,-20.1,-3.5,29.3,0.0,0.4,-16.5,0.0,-0.1,-12.3,0.0,14.5,14.6,0.085,16.3,-0.1,-0.1,-0.296,,,
416,431,Louis King,SF,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2.0,0.35,0.404,0.7,1.0,0.7,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5,0.574,12.5,0.8,-4.6,-1.6,12.7,0.0,0.213,-3.0,0.0,0.0,8.1,0.9,0.0,6.3,0.438,21.2,-0.1,0.0,0.0,,,/players/k/kinglo02.html
417,432,Corey Kispert,SF,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,0.623,6.7,1.0,-2.3,-1.5,9.4,0.7,0.121,-0.8,3.3,1.6,10.9,1.0,8.5,6.4,0.586,14.6,-0.1,2.3,0.061,"$3,722,040",WAS,/players/k/kispeco01.html
418,433,Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,0.72,6.5,3.6,-0.4,1.2,21.5,2.3,0.184,-1.6,5.4,0.7,11.0,1.0,10.9,13.4,0.537,13.3,0.6,3.0,0.098,"$11,000,000",DAL,/players/k/klebima01.html
419,434,Brandon Knight,PG,30,DAL,5,0,13.0,2.0,5.0,0.4,0.8,3.4,0.235,1.2,1.6,0.75,0.48,1.6,1.6,1.0,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4,0.68,18.6,0.0,-4.6,-1.9,13.7,0.1,0.32,-2.7,0.0,0.1,13.0,0.8,12.3,6.8,0.561,22.5,0.0,0.1,0.091,,,
420,435,Nathan Knight,PF,24,MIN,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,0.148,11.9,2.9,-0.6,0.1,21.8,0.3,0.682,-0.7,12.5,0.6,18.7,1.2,13.6,17.1,0.603,20.7,0.1,1.0,0.171,"$1,997,238",MIN,/players/k/knighna01.html
421,436,Kevin Knox,SF,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,0.635,6.5,0.8,-4.1,-2.2,14.8,0.2,0.259,-1.9,6.8,0.1,10.9,0.9,6.9,10.7,0.491,20.0,-0.1,0.2,0.047,"$3,000,000",POR,/players/k/knoxke01.html
422,437,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,0.7,4.2,0.9,-1.4,-1.9,13.8,0.1,0.25,0.5,7.6,0.0,11.6,0.9,10.1,10.7,0.529,19.5,0.0,0.1,0.062,"$3,000,000",POR,/players/k/knoxke01.html
423,438,Kevin Knox,SF,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,0.578,8.8,0.8,-6.9,-2.5,15.7,0.1,0.267,-4.4,5.9,0.0,10.1,0.9,3.8,10.8,0.457,20.6,-0.1,0.1,0.031,"$3,000,000",POR,/players/k/knoxke01.html
424,439,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,0.481,10.6,1.5,1.5,1.3,20.1,1.8,0.187,0.2,6.9,2.4,14.0,1.7,9.3,13.3,0.615,9.9,1.2,4.2,0.155,"$2,400,000",MEM,/players/k/konchjo01.html
425,440,Furkan Korkmaz,SG,24,PHI,67,19,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.515,0.469,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,0.566,13.1,0.6,-3.1,-1.1,11.9,1.1,0.179,-2.0,1.8,0.1,10.2,1.2,8.6,6.9,0.502,17.6,-0.4,1.2,0.041,"$5,370,370",PHI,/players/k/korkmfu01.html
426,441,Luke Kornet,C,26,TOT,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,0.185,12.4,2.6,-0.5,0.4,16.4,0.2,0.222,-0.9,14.0,0.2,16.6,1.4,0.0,15.2,0.506,12.7,0.0,0.4,0.194,"$2,413,304",BOS,/players/k/kornelu01.html
427,442,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,0.2,8.8,5.9,-9.9,-3.2,7.2,0.0,0.6,-6.7,15.1,0.0,8.7,0.0,0.0,11.1,0.316,18.6,0.0,0.0,0.008,"$2,413,304",BOS,/players/k/kornelu01.html
428,443,Luke Kornet,C,26,MIL,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-24.7,-10.5,0.0,0.0,0.0,-14.2,36.1,0.0,-5.0,0.0,0.0,17.7,0.0,14.2,0.0,0.0,-0.154,"$2,413,304",BOS,/players/k/kornelu01.html
429,444,Luke Kornet,C,26,BOS,12,0,7.1,1.0,1.8,0.571,0.0,0.3,0.0,1.0,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,0.19,13.5,2.1,2.1,1.4,18.6,0.2,0.143,0.6,13.0,0.3,18.8,1.8,0.0,15.9,0.582,11.6,0.1,0.4,0.239,"$2,413,304",BOS,/players/k/kornelu01.html
430,445,Vit Krejci,SG,21,OKC,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,0.587,11.9,1.1,-5.3,-1.0,12.6,0.5,0.132,-4.3,2.6,0.1,8.5,1.3,14.1,7.5,0.529,12.9,-0.6,0.6,0.042,"$1,836,096",ATL,/players/k/krejcvi01.html
431,446,Arnoldas Kulboka,SF,24,CHO,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,-21.8,-7.1,0.0,0.0,0.0,-14.7,0.0,0.0,-10.7,0.0,0.0,0.0,0.0,8.5,0.0,0.0,-0.217,,,
432,447,Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,0.324,8.4,1.8,-1.5,-0.2,16.1,1.8,0.413,-1.3,5.1,1.3,15.2,1.3,12.0,10.8,0.6,22.7,0.1,3.0,0.123,"$6,012,840",GSW,/players/k/kuminjo01.html
433,448,Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,0.401,16.3,2.2,-0.2,-0.4,24.3,2.0,0.234,0.2,3.6,0.0,15.2,0.9,14.1,14.1,0.547,24.2,1.0,2.0,0.044,,,/players/k/kuzmaky01.html
434,449,Anthony Lamb,SF,24,SAS,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.9,0.0,-8.0,-1.8,13.2,0.0,0.0,-6.2,0.0,0.0,-0.5,0.0,0.0,6.6,0.0,10.6,0.0,0.0,-0.138,,,/players/l/lamban01.html
435,451,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7,2.4,6.2,0.383,1.0,3.0,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,0.49,12.3,2.0,-0.8,-0.5,15.3,0.6,0.305,-0.4,3.0,0.6,13.3,1.6,8.6,9.1,0.521,19.7,0.3,1.2,0.063,,,
436,452,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1.0,3.0,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1,0.513,11.6,2.0,-0.5,-0.2,14.6,0.4,0.351,-0.2,2.7,0.5,13.4,1.8,8.4,8.5,0.524,20.0,0.2,0.9,0.07,,,
437,453,Jeremy Lamb,SG,29,SAC,17,0,18.9,2.8,7.0,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,0.445,13.5,2.2,-1.5,-0.9,16.7,0.2,0.218,-0.6,3.7,0.1,13.1,1.2,9.1,10.1,0.514,19.1,0.0,0.3,0.051,,,
438,454,Jock Landale,C,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0,4.9,0.436,10.6,2.0,-0.4,-1.1,13.5,0.4,0.201,0.7,11.1,1.0,16.0,0.8,12.3,12.3,0.597,18.1,0.2,1.5,0.121,,,/players/l/landajo01.html
439,455,Romeo Langford,SG,22,TOT,48,5,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,0.445,3.7,1.9,-1.4,1.0,10.7,1.0,0.22,-2.3,4.3,0.3,9.2,1.4,7.1,7.6,0.52,12.9,0.1,1.3,0.082,,,/players/l/langfro01.html
440,456,Romeo Langford,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,0.451,3.6,2.0,-1.2,1.1,10.7,1.0,0.185,-2.3,4.6,0.2,9.3,1.4,7.4,7.7,0.52,13.0,0.2,1.3,0.084,,,/players/l/langfro01.html
441,457,Romeo Langford,SG,22,SAS,4,0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,0.286,5.8,0.0,-4.2,-0.4,9.8,0.0,1.143,-3.8,0.0,0.0,8.1,1.1,0.0,4.9,0.523,10.3,0.0,0.0,0.053,,,/players/l/langfro01.html
442,458,Zach LaVine,SG,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,0.401,20.8,0.9,2.4,-1.5,13.8,1.3,0.316,3.9,1.1,4.5,20.0,0.9,11.2,7.4,0.605,28.8,2.6,5.8,0.12,"$40,064,220",CHI,/players/l/lavinza01.html
443,459,Jake Layman,SF,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1.0,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,0.479,5.3,2.1,-3.9,-0.6,14.3,0.2,0.247,-3.3,2.7,-0.1,9.0,1.4,11.0,8.4,0.5,16.4,-0.1,0.1,0.024,,,
444,460,Damion Lee,SG,29,GSW,63,5,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,0.488,7.1,0.5,-2.0,0.4,14.9,1.8,0.196,-2.4,2.4,0.9,10.9,1.5,8.4,8.8,0.561,15.8,0.0,2.7,0.102,,,/players/l/leeda03.html
445,461,Saben Lee,PG,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,0.339,26.2,1.8,-0.4,1.5,13.0,0.7,0.401,-1.9,3.1,0.3,13.8,2.9,14.7,7.8,0.499,17.3,0.2,0.9,0.073,,,/players/l/leesa01.html
446,462,Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4.0,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,0.119,10.6,3.5,-2.9,0.3,19.3,0.5,0.358,-3.2,9.0,0.4,13.1,1.0,17.4,14.1,0.577,17.1,-0.1,0.9,0.07,,,/players/l/lenal01.html
447,463,Caris LeVert,SG,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,0.3,22.0,1.1,-1.2,-1.2,10.7,1.0,0.226,0.0,2.7,1.2,15.1,1.4,10.3,6.7,0.525,25.4,0.4,2.2,0.059,,,/players/l/leverca01.html
448,464,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,0.304,22.8,1.3,-0.3,-1.3,11.2,0.4,0.235,1.0,2.7,1.1,16.3,1.4,9.9,6.9,0.53,26.8,0.5,1.5,0.06,,,/players/l/leverca01.html
449,465,Caris LeVert,SG,27,CLE,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,0.289,20.5,0.8,-3.1,-1.1,9.7,0.6,0.203,-2.1,2.6,0.1,12.4,1.4,11.6,6.2,0.511,22.3,-0.2,0.7,0.057,,,/players/l/leverca01.html
450,466,Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,0.397,21.7,0.3,-4.0,-1.2,10.0,0.2,0.082,-2.8,2.9,-0.3,9.8,1.6,14.7,6.3,0.466,22.3,-0.2,-0.1,-0.017,"$5,722,116",NOP,/players/l/lewiski01.html
451,467,Scottie Lewis,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,,16.2,0.0,6.0,5.9,0.0,0.0,,0.0,0.0,0.0,14.6,6.9,0.0,0.0,0.568,5.3,0.0,0.0,0.164,,,
452,468,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,0.514,34.0,1.0,1.3,-2.7,11.6,0.1,0.328,4.0,1.3,1.7,18.5,0.8,11.6,6.2,0.55,29.3,0.9,1.7,0.079,"$45,640,084",POR,/players/l/lillada01.html
