,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear
469,Théo Maledon,PG,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2.0,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,0.473,18.5,1.1,-4.4,-0.7,12.8,0.8,0.315,-3.7,2.2,-0.5,10.6,1.7,15.3,7.4,0.5,20.3,-0.6,0.3,0.015,,,"$2,000,000",,2022,2021,2023
470,Sandro Mamukelashvili,PF,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,0.452,7.4,2.1,-0.3,-1.0,12.0,0.3,0.191,0.6,9.3,0.8,14.7,1.1,10.7,10.7,0.618,14.6,0.2,1.1,0.135,,,,,2022,2021,2023
471,Terance Mann,SF,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,0.301,13.1,0.8,-0.6,0.2,14.3,2.4,0.238,-0.8,4.9,3.1,13.4,1.2,9.9,9.7,0.572,16.0,0.8,5.5,0.113,"$10,576,923",LAC,"$1,782,621",$10576923,2022,2021,2023
472,Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,0.463,10.7,0.8,-4.4,-1.1,11.2,1.0,0.139,-3.3,1.9,-1.0,10.2,1.7,10.2,6.4,0.501,22.0,-0.8,0.1,0.002,"$3,191,400",OKC,"$2,901,240",$3191400,2022,2021,2023
473,Boban Marjanović,C,33,DAL,23,0,5.6,1.8,3.0,0.6,0.0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1.0,0.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3,0.057,4.8,2.1,-4.4,-1.2,27.0,0.2,0.314,-3.2,6.9,-0.1,18.5,0.0,15.8,16.9,0.615,33.3,-0.1,0.1,0.045,,,"$3,500,000",,2022,2021,2023
474,Lauri Markkanen,SF,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0.541,6.6,1.4,0.4,-0.1,16.5,2.3,0.226,0.4,3.5,2.7,14.7,1.2,6.5,10.2,0.582,19.5,1.1,5.0,0.127,"$17,259,999",UTA,"$15,690,909",$17259999,2022,2021,2023
475,Naji Marshall,SF,24,NOP,55,4,13.4,2.0,4.9,0.405,0.4,1.9,0.2,1.6,3.0,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,0.39,12.3,1.0,-3.2,-0.5,16.0,0.7,0.346,-2.7,5.6,0.0,12.3,2.2,12.9,10.7,0.505,20.8,-0.2,0.8,0.05,"$1,930,681",NOP,"$1,517,981",$1930681,2022,2021,2023
476,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,0.378,7.0,2.3,1.1,0.9,13.0,2.1,0.227,0.1,5.9,1.9,14.8,2.1,10.3,9.5,0.611,16.3,1.1,4.0,0.139,"$6,802,950",MIA,"$527,614",$6802950,2022,2021,2023
477,Cody Martin,SF,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,0.376,12.4,1.6,-0.5,0.7,11.7,1.5,0.253,-1.2,4.6,2.4,12.7,2.3,11.5,8.1,0.579,12.1,0.7,3.9,0.101,"$7,560,000",CHO,"$1,782,621",$7560000,2022,2021,2023
478,Kelan Martin,SF,26,TOT,30,1,15.0,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,0.439,6.7,1.7,-3.6,-1.0,9.6,0.2,0.076,-2.6,4.1,-0.1,9.4,1.4,7.3,6.8,0.484,18.1,-0.2,0.0,0.005,,,,,2022,2021,2023
479,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3,0.44,6.8,1.8,-3.3,-0.9,9.5,0.2,0.077,-2.4,4.0,-0.1,9.7,1.4,7.5,6.7,0.492,18.1,-0.1,0.1,0.01,,,,,2022,2021,2023
480,Kelan Martin,SF,26,BOS,3,0,2.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,-25.1,-10.5,17.6,0.0,0.0,-14.7,18.5,-0.1,-11.3,0.0,0.0,18.0,0.0,22.0,0.0,0.0,-0.382,,,,,2022,2021,2023
481,Kenyon Martin Jr.,SF,21,HOU,79,2,21.0,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1.0,1.6,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,0.321,9.4,2.2,-1.2,-1.2,14.5,0.6,0.235,0.0,5.3,2.3,14.3,1.0,9.4,9.9,0.603,16.3,0.4,2.9,0.084,"$1,930,681",LAC,"$1,517,981",$1930681,2022,2021,2023
482,Garrison Mathews,SG,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,0.837,5.3,1.3,-2.3,-1.0,10.2,0.5,0.39,-1.3,2.0,2.2,11.0,1.6,7.1,6.1,0.602,14.4,-0.1,2.8,0.078,"$2,000,000",ATL,"$1,093,598",$2000000,2022,2021,2023
483,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,1.0,8.0,0.0,0.3,1.7,13.4,0.0,0.0,-1.4,0.0,0.0,11.0,3.0,0.0,6.5,0.5,15.4,0.0,0.0,0.114,,,,,2022,2021,2023
484,Wesley Matthews,SG,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,0.714,4.6,0.8,-3.3,-0.3,6.4,0.6,0.127,-3.0,3.2,0.6,6.9,1.1,7.2,4.9,0.536,10.7,-0.3,1.2,0.056,,,"$1,958,501",$2019706,2022,2021,2023
485,Tyrese Maxey,PG,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0.311,19.1,1.1,0.6,-0.7,8.9,1.9,0.247,1.3,1.1,5.4,16.2,1.0,7.4,5.1,0.594,20.2,1.8,7.3,0.132,"$4,343,920",PHI,"$2,602,920",$4343920,2022,2021,2023
486,Skylar Mays,SG,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,0.391,10.8,0.0,-2.0,-0.8,9.9,0.1,0.141,-1.2,2.5,0.2,11.7,1.6,12.8,6.2,0.589,15.5,0.0,0.3,0.061,,,"$34,231",,2022,2021,2023
487,Miles McBride,PG,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,0.63,15.9,0.3,-4.5,1.0,11.2,0.4,0.111,-5.5,1.1,-0.1,6.1,1.9,4.2,6.1,0.393,13.9,-0.2,0.2,0.032,"$1,836,096",NYK,"$925,258",$1836096,2022,2021,2023
488,Mac McClung,SG-PG,23,TOT,2,0,12.0,1.5,3.0,0.5,0.5,1.5,0.333,1.0,1.5,0.667,0.583,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,0.5,5.2,3.6,-9.6,-1.2,12.9,0.0,0.167,-8.4,0.0,0.0,5.2,1.9,31.8,6.5,0.621,16.3,0.0,0.0,-0.045,,,,,2022,2021,2023
489,Mac McClung,PG,23,CHI,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-15.3,-8.4,0.0,0.0,0.0,-6.9,0.0,0.0,8.7,0.0,50.0,0.0,1.0,29.4,0.0,0.0,-0.251,,,,,2022,2021,2023
490,Mac McClung,SG,23,LAL,1,0,22.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,0.6,6.0,4.0,-8.8,-0.2,14.6,0.0,0.2,-8.6,0.0,0.0,4.7,2.2,26.9,7.3,0.551,14.5,0.0,0.0,-0.015,,,,,2022,2021,2023
491,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,0.403,26.1,1.0,1.9,-1.3,11.5,1.0,0.146,3.2,2.6,2.6,18.3,1.6,9.3,6.9,0.553,27.5,2.1,3.6,0.081,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2023
492,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,0.435,22.5,1.6,0.1,-1.7,10.7,0.3,0.102,1.8,2.8,0.7,15.8,1.4,9.2,6.6,0.532,26.1,0.7,1.0,0.04,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2023
493,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,0.361,31.3,0.1,4.6,-0.7,12.5,0.7,0.204,5.3,2.3,1.9,21.9,1.9,9.5,7.3,0.58,29.4,1.5,2.6,0.14,"$35,802,469",NOP,"$30,864,198",$35802469,2022,2021,2023
494,T.J. McConnell,PG,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,0.159,28.7,1.3,0.9,1.4,12.2,0.4,0.111,-0.4,3.4,1.0,15.1,2.2,11.7,7.7,0.525,16.2,0.5,1.3,0.098,"$8,700,000",IND,"$7,500,000",$8700000,2022,2021,2023
495,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,0.455,6.1,2.9,-2.9,-0.1,13.2,1.7,0.128,-2.9,4.4,0.7,10.3,1.4,11.4,8.7,0.553,15.3,-0.4,2.4,0.065,"$3,901,399",MIN,"$2,063,280",$3901399,2022,2021,2023
496,Jalen McDaniels,SF,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,0.425,8.7,2.3,-2.3,-0.4,16.0,0.7,0.283,-1.9,4.3,1.0,12.7,1.4,11.2,10.1,0.595,15.3,-0.1,1.7,0.093,,,"$1,782,621",$4516000,2022,2021,2023
497,Doug McDermott,PF,30,SAS,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,0.551,7.3,0.4,-2.5,-2.1,8.4,0.5,0.11,-0.4,1.5,1.1,11.4,0.5,8.1,4.9,0.593,18.3,-0.1,1.6,0.062,"$13,750,000",SAS,"$13,750,000",$13750000,2022,2021,2023
498,JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,0.02,5.4,6.1,0.8,0.9,29.7,2.6,0.319,-0.1,15.3,2.4,22.6,0.9,15.8,22.7,0.651,22.8,0.8,4.9,0.201,"$5,734,280",DAL,"$5,000,000",$5734280,2022,2021,2023
499,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,0.429,9.4,2.1,-4.0,-3.0,22.3,0.0,0.143,-1.0,13.8,0.1,12.5,0.0,0.0,17.9,0.47,14.0,0.0,0.1,0.097,,,,,2022,2021,2023
500,Rodney McGruder,SG,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,0.649,9.6,0.8,-1.4,-0.7,12.1,0.4,0.116,-0.7,4.2,0.7,11.6,1.4,9.2,8.0,0.577,14.8,0.1,1.2,0.075,,,"$1,939,350",,2022,2021,2023
501,Alfonzo McKinnie,SF,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,0.443,3.2,1.3,-9.0,-3.4,10.9,0.1,0.131,-5.6,7.1,-0.2,5.6,0.5,9.8,9.0,0.457,15.3,-0.4,-0.1,-0.015,,,"$1,090,007",,2022,2021,2023
502,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.5,22.3,0.0,-13.6,-4.2,0.0,0.0,0.0,-9.4,0.0,0.0,-2.9,0.0,0.0,0.0,0.0,8.2,0.0,0.0,-0.101,,,,,2022,2021,2023
503,Jordan McLaughlin,PG,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,0.425,26.1,1.1,0.4,1.6,8.8,1.0,0.2,-1.2,2.6,1.3,13.4,3.0,14.9,5.6,0.535,11.8,0.6,2.3,0.123,"$2,320,000",MIN,"$1,669,178",$2320000,2022,2021,2023
504,Ben McLemore,SG,28,POR,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,0.774,7.3,0.8,-3.2,-2.5,8.1,0.2,0.163,-0.7,1.0,0.7,11.7,1.4,8.7,4.4,0.567,21.3,-0.4,0.8,0.031,,,"$2,389,641",,2022,2021,2023
505,De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,0.535,16.0,2.1,1.9,1.6,17.1,2.8,0.173,0.3,4.0,0.9,15.2,3.0,13.0,10.4,0.529,21.3,1.6,3.7,0.107,"$8,000,000",PHI,"$8,437,500",$8000000,2022,2021,2023
506,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,0.958,9.0,0.0,-5.6,-3.4,11.1,0.0,0.167,-2.2,1.8,0.0,7.5,0.0,7.2,6.3,0.485,19.6,-0.1,0.0,0.029,"$1,997,238",CLE,"$663,024",$1997238,2022,2021,2023
507,Chimezie Metu,C,24,SAC,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,0.414,6.9,2.2,-1.5,0.1,25.9,1.4,0.203,-1.6,2.9,0.1,13.4,1.9,11.1,14.3,0.546,18.5,0.2,1.5,0.056,,,"$1,762,796",$2019706,2022,2021,2023
508,Khris Middleton,SF,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,0.425,25.5,0.8,1.6,-0.3,15.3,2.2,0.285,1.9,2.1,3.2,18.1,1.7,14.2,8.8,0.577,26.7,1.9,5.3,0.119,,,"$35,500,000",$29320988,2022,2021,2023
509,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,-16.3,0.0,0.0,0.0,,-16.3,0.0,0.0,-7.8,0.0,,0.0,,0.0,0.0,0.0,0.03,,,,,2022,2021,2023
510,Patty Mills,SG,33,BRK,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,0.715,10.6,0.6,-1.7,-1.4,6.2,0.9,0.074,-0.3,0.9,1.9,10.4,1.1,8.2,3.6,0.563,16.4,0.2,2.8,0.058,"$6,802,950",ATL,"$5,890,000",$6802950,2022,2021,2023
511,Paul Millsap,C,36,TOT,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,0.304,10.4,3.1,-3.5,0.2,20.7,0.5,0.209,-3.7,12.3,0.0,10.8,1.3,13.1,16.6,0.458,16.7,-0.1,0.5,0.061,,,"$2,641,691",,2022,2021,2023
512,Paul Millsap,C,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,0.318,11.8,3.6,-3.1,0.5,23.6,0.3,0.2,-3.6,12.0,0.1,11.2,0.9,10.6,17.9,0.443,16.5,-0.1,0.4,0.069,,,"$2,641,691",,2022,2021,2023
513,Paul Millsap,C,36,PHI,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,0.267,6.8,1.7,-4.5,-0.4,13.5,0.1,0.233,-4.1,12.9,0.0,9.7,2.4,19.5,13.2,0.499,17.4,-0.1,0.1,0.041,,,"$2,641,691",,2022,2021,2023
514,Shake Milton,SG,25,PHI,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,0.33,17.6,1.3,-2.2,-0.6,10.4,1.0,0.181,-1.6,2.9,0.7,11.9,1.2,9.2,6.7,0.517,18.3,-0.1,1.7,0.069,,,"$1,846,738",$5000000,2022,2021,2023
515,Davion Mitchell,PG,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0.38,22.5,1.0,-3.8,-1.7,7.0,0.6,0.101,-2.1,1.7,-0.5,10.8,1.3,11.5,4.4,0.489,20.6,-0.9,0.1,0.003,"$5,063,640",SAC,"$4,603,320",$5063640,2022,2021,2023
516,Donovan Mitchell,SG,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,0.475,27.7,0.5,4.3,-0.3,10.6,2.5,0.227,4.6,2.7,4.7,21.6,2.2,11.7,6.8,0.572,32.9,3.6,7.2,0.152,"$33,162,030",CLE,"$28,103,550",$33162030,2022,2021,2023
517,Evan Mobley,PF,20,CLE,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,0.111,11.6,4.4,0.6,1.5,19.8,3.7,0.304,-0.9,6.9,1.5,16.1,1.2,12.4,13.5,0.549,20.4,1.5,5.2,0.107,"$8,882,640",CLE,"$8,075,160",$8882640,2022,2021,2023
518,Malik Monk,SG,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0.535,15.2,1.2,-0.5,-1.0,11.0,1.4,0.142,0.5,1.9,2.3,14.4,1.4,12.2,6.4,0.597,20.1,0.8,3.6,0.081,"$9,945,830",SAC,"$1,789,256",$9945830,2022,2021,2023
519,Greg Monroe,C,31,TOT,14,0,13.9,2.3,4.1,0.561,0.0,0.0,,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,0.0,16.2,4.8,0.4,0.7,18.8,0.3,0.404,-0.3,16.9,0.4,19.5,2.0,15.2,17.7,0.566,17.3,0.1,0.7,0.169,,,"$55,208",,2022,2021,2023
520,Greg Monroe,C,31,MIN,4,0,20.3,3.3,5.5,0.591,0.0,0.0,,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,0.0,28.1,7.1,4.5,4.8,24.4,0.1,0.318,-0.3,7.8,0.1,18.9,2.3,21.8,15.9,0.578,16.6,0.1,0.3,0.149,,,"$55,208",,2022,2021,2023
521,Greg Monroe,C,31,WAS,2,0,9.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,0.0,9.0,4.7,-4.4,-4.3,18.2,0.0,0.0,-0.1,43.8,0.0,25.1,2.7,20.0,30.8,0.5,24.7,0.0,0.1,0.135,,,"$55,208",,2022,2021,2023
522,Greg Monroe,C,31,MIL,5,0,14.0,2.2,4.4,0.5,0.0,0.0,,2.2,4.4,0.5,0.5,1.0,1.8,0.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,0.0,4.0,2.8,-4.5,-2.3,14.8,0.1,0.409,-2.2,17.0,0.1,16.0,2.1,10.4,15.9,0.52,17.7,0.0,0.2,0.119,,,"$55,208",,2022,2021,2023
523,Greg Monroe,C,31,UTA,3,0,8.7,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,0.0,16.7,3.4,4.4,-0.3,12.2,0.0,1.4,4.6,26.1,0.2,27.0,0.0,0.0,19.0,0.743,13.5,0.0,0.2,0.39,,,"$55,208",,2022,2021,2023
524,Moses Moody,SG,19,GSW,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,0.601,5.3,1.6,-2.5,-1.1,11.0,0.7,0.197,-1.4,3.2,0.6,10.5,0.6,6.1,7.2,0.573,15.2,-0.1,1.3,0.101,"$3,918,480",GSW,"$3,562,080",$3918480,2022,2021,2023
525,Xavier Moon,SG,27,LAC,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,0.275,27.0,1.9,-0.1,1.0,9.0,0.2,0.098,-1.1,1.6,0.2,16.2,2.5,10.1,5.4,0.545,19.0,0.1,0.3,0.121,,,,,2022,2021,2023
526,Matt Mooney,SG,25,NYK,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-22.3,11.5,0.0,0.0,0.0,-33.9,0.0,-0.1,-20.0,25.0,50.0,0.0,0.0,43.8,0.0,0.0,-0.915,,,,,2022,2021,2023
527,Ja Morant,PG,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,0.218,34.1,1.0,6.1,-0.1,14.1,2.1,0.353,6.2,4.2,4.6,24.4,1.7,12.6,9.0,0.575,33.7,3.9,6.7,0.171,"$33,500,000",MEM,"$9,603,360",$34005250,2022,2021,2023
528,Juwan Morgan,PF,24,TOT,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,0.667,4.2,0.0,-7.1,-3.9,7.4,0.0,0.0,-3.3,6.6,0.1,8.3,0.0,0.0,7.0,0.833,4.1,0.0,0.1,0.124,"$576,230",IND,"$19,186",$576230,2022,2021,2023
529,Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,0.667,4.8,0.0,-7.3,-4.2,8.5,0.0,0.0,-3.2,7.6,0.1,9.5,0.0,0.0,8.0,0.833,4.8,0.0,0.1,0.139,"$576,230",IND,"$19,186",$576230,2022,2021,2023
530,Juwan Morgan,PF,24,BOS,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-6.0,-2.0,0.0,0.0,,-4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.024,"$576,230",IND,"$19,186",$576230,2022,2021,2023
