,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear
408,Georgios Kalaitzakis,SF,23,TOT,13,4,16.4,2.4,5.2,0.463,0.8,2.0,0.385,1.6,3.2,0.512,0.537,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6,0.388,8.8,0.9,-7.0,-1.9,7.3,0.2,0.448,-5.1,3.0,-0.3,8.6,2.5,20.0,5.1,0.536,20.2,-0.3,-0.1,-0.024,,,"$462,629",,2022,2021,2023
409,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1.0,0.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8,0.364,0.0,2.0,-7.9,-2.1,8.7,0.0,0.818,-5.8,9.0,0.0,5.8,1.0,21.1,8.8,0.535,16.9,-0.1,0.0,-0.01,,,"$462,629",,2022,2021,2023
410,Georgios Kalaitzakis,SF,23,OKC,4,4,41.5,6.5,14.0,0.464,2.0,5.5,0.364,4.5,8.5,0.529,0.536,2.5,5.3,0.476,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5,0.393,11.4,0.6,-6.8,-1.9,6.9,0.2,0.375,-4.9,1.2,-0.2,9.4,2.9,19.7,4.0,0.536,21.1,-0.2,-0.1,-0.028,,,"$462,629",,2022,2021,2023
411,Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,0.227,10.1,3.4,4.9,2.5,17.3,0.3,0.303,2.4,6.7,0.5,21.3,2.1,6.3,12.1,0.635,19.0,0.3,0.9,0.228,,,"$2,089,448",,2022,2021,2023
412,Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0.662,11.2,0.3,0.5,-0.3,11.2,1.7,0.121,0.8,1.1,2.8,13.3,1.1,8.2,6.3,0.619,16.8,1.2,4.5,0.113,"$15,418,363",MEM,"$12,727,273",$14763636,2022,2021,2023
413,Braxton Key,SF,24,TOT,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,0.292,8.9,5.0,-3.3,0.6,21.4,0.3,0.181,-3.8,6.8,-0.1,13.7,2.5,12.4,13.7,0.508,19.4,-0.1,0.2,0.052,,,,,2022,2021,2023
414,Braxton Key,SF,24,PHI,2,0,3.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,25.7,0.0,-6.2,3.3,18.3,0.0,0.0,-9.5,18.9,0.0,9.0,8.3,50.0,18.6,0.5,29.9,0.0,0.0,-0.169,,,,,2022,2021,2023
415,Braxton Key,SF,24,DET,9,0,21.2,3.6,7.8,0.457,0.7,2.2,0.3,2.9,5.6,0.52,0.5,0.8,1.4,0.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6,0.286,8.4,5.2,-3.2,0.5,21.5,0.3,0.186,-3.7,6.5,0.0,13.9,2.3,10.6,13.6,0.508,19.0,-0.1,0.2,0.059,,,,,2022,2021,2023
416,George King,SF,28,DAL,4,0,4.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3,0.8,0.0,0.0,-20.1,-3.5,29.3,0.0,0.4,-16.5,0.0,-0.1,-12.3,0.0,14.5,14.6,0.085,16.3,-0.1,-0.1,-0.296,,,,,2022,2021,2023
417,Louis King,SF,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2.0,0.35,0.404,0.7,1.0,0.7,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5,0.574,12.5,0.8,-4.6,-1.6,12.7,0.0,0.213,-3.0,0.0,0.0,8.1,0.9,0.0,6.3,0.438,21.2,-0.1,0.0,0.0,,,,,2022,2021,2023
418,Corey Kispert,SF,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,0.623,6.7,1.0,-2.3,-1.5,9.4,0.7,0.121,-0.8,3.3,1.6,10.9,1.0,8.5,6.4,0.586,14.6,-0.1,2.3,0.061,"$3,722,040",WAS,"$3,383,640",$3722040,2022,2021,2023
419,Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,0.72,6.5,3.6,-0.4,1.2,21.5,2.3,0.184,-1.6,5.4,0.7,11.0,1.0,10.9,13.4,0.537,13.3,0.6,3.0,0.098,"$11,000,000",DAL,"$8,750,000",$11000000,2022,2021,2023
420,Brandon Knight,PG,30,DAL,5,0,13.0,2.0,5.0,0.4,0.8,3.4,0.235,1.2,1.6,0.75,0.48,1.6,1.6,1.0,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4,0.68,18.6,0.0,-4.6,-1.9,13.7,0.1,0.32,-2.7,0.0,0.1,13.0,0.8,12.3,6.8,0.561,22.5,0.0,0.1,0.091,,,,,2022,2021,2023
421,Nathan Knight,PF,24,MIN,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,0.148,11.9,2.9,-0.6,0.1,21.8,0.3,0.682,-0.7,12.5,0.6,18.7,1.2,13.6,17.1,0.603,20.7,0.1,1.0,0.171,"$1,997,238",MIN,,,2022,2021,2023
422,Kevin Knox,SF,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,0.635,6.5,0.8,-4.1,-2.2,14.8,0.2,0.259,-1.9,6.8,0.1,10.9,0.9,6.9,10.7,0.491,20.0,-0.1,0.2,0.047,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2023
423,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,0.7,4.2,0.9,-1.4,-1.9,13.8,0.1,0.25,0.5,7.6,0.0,11.6,0.9,10.1,10.7,0.529,19.5,0.0,0.1,0.062,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2023
424,Kevin Knox,SF,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,0.578,8.8,0.8,-6.9,-2.5,15.7,0.1,0.267,-4.4,5.9,0.0,10.1,0.9,3.8,10.8,0.457,20.6,-0.1,0.1,0.031,"$3,000,000",POR,"$5,845,978",$3000000,2022,2021,2023
425,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,0.481,10.6,1.5,1.5,1.3,20.1,1.8,0.187,0.2,6.9,2.4,14.0,1.7,9.3,13.3,0.615,9.9,1.2,4.2,0.155,"$2,400,000",MEM,"$2,197,674",$2400000,2022,2021,2023
426,Furkan Korkmaz,SG,24,PHI,67,19,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.515,0.469,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,0.566,13.1,0.6,-3.1,-1.1,11.9,1.1,0.179,-2.0,1.8,0.1,10.2,1.2,8.6,6.9,0.502,17.6,-0.4,1.2,0.041,"$5,370,370",PHI,"$4,629,630",$5370370,2022,2021,2023
427,Luke Kornet,C,26,TOT,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,0.185,12.4,2.6,-0.5,0.4,16.4,0.2,0.222,-0.9,14.0,0.2,16.6,1.4,0.0,15.2,0.506,12.7,0.0,0.4,0.194,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2023
428,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,0.2,8.8,5.9,-9.9,-3.2,7.2,0.0,0.6,-6.7,15.1,0.0,8.7,0.0,0.0,11.1,0.316,18.6,0.0,0.0,0.008,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2023
429,Luke Kornet,C,26,MIL,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-24.7,-10.5,0.0,0.0,0.0,-14.2,36.1,0.0,-5.0,0.0,0.0,17.7,0.0,14.2,0.0,0.0,-0.154,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2023
430,Luke Kornet,C,26,BOS,12,0,7.1,1.0,1.8,0.571,0.0,0.3,0.0,1.0,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,0.19,13.5,2.1,2.1,1.4,18.6,0.2,0.143,0.6,13.0,0.3,18.8,1.8,0.0,15.9,0.582,11.6,0.1,0.4,0.239,"$2,413,304",BOS,"$606,702",$2413304,2022,2021,2023
431,Vit Krejci,SG,21,OKC,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,0.587,11.9,1.1,-5.3,-1.0,12.6,0.5,0.132,-4.3,2.6,0.1,8.5,1.3,14.1,7.5,0.529,12.9,-0.6,0.6,0.042,"$1,836,096",ATL,"$925,258",$1836096,2022,2021,2023
432,Arnoldas Kulboka,SF,24,CHO,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,-21.8,-7.1,0.0,0.0,0.0,-14.7,0.0,0.0,-10.7,0.0,0.0,0.0,0.0,8.5,0.0,0.0,-0.217,,,,,2022,2021,2023
433,Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,0.324,8.4,1.8,-1.5,-0.2,16.1,1.8,0.413,-1.3,5.1,1.3,15.2,1.3,12.0,10.8,0.6,22.7,0.1,3.0,0.123,"$6,012,840",GSW,"$5,466,360",$6012840,2022,2021,2023
434,Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,0.401,16.3,2.2,-0.2,-0.4,24.3,2.0,0.234,0.2,3.6,0.0,15.2,0.9,14.1,14.1,0.547,24.2,1.0,2.0,0.044,,,"$13,000,000",$25568182,2022,2021,2023
435,Anthony Lamb,SF,24,SAS,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.9,0.0,-8.0,-1.8,13.2,0.0,0.0,-6.2,0.0,0.0,-0.5,0.0,0.0,6.6,0.0,10.6,0.0,0.0,-0.138,,,,,2022,2021,2023
436,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7,2.4,6.2,0.383,1.0,3.0,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,0.49,12.3,2.0,-0.8,-0.5,15.3,0.6,0.305,-0.4,3.0,0.6,13.3,1.6,8.6,9.1,0.521,19.7,0.3,1.2,0.063,,,"$10,500,000",,2022,2021,2023
437,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1.0,3.0,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1,0.513,11.6,2.0,-0.5,-0.2,14.6,0.4,0.351,-0.2,2.7,0.5,13.4,1.8,8.4,8.5,0.524,20.0,0.2,0.9,0.07,,,"$10,500,000",,2022,2021,2023
438,Jeremy Lamb,SG,29,SAC,17,0,18.9,2.8,7.0,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,0.445,13.5,2.2,-1.5,-0.9,16.7,0.2,0.218,-0.6,3.7,0.1,13.1,1.2,9.1,10.1,0.514,19.1,0.0,0.3,0.051,,,"$10,500,000",,2022,2021,2023
439,Jock Landale,C,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0,4.9,0.436,10.6,2.0,-0.4,-1.1,13.5,0.4,0.201,0.7,11.1,1.0,16.0,0.8,12.3,12.3,0.597,18.1,0.2,1.5,0.121,,,"$925,258",$8000000,2022,2021,2023
440,Romeo Langford,SG,22,TOT,48,5,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,0.445,3.7,1.9,-1.4,1.0,10.7,1.0,0.22,-2.3,4.3,0.3,9.2,1.4,7.1,7.6,0.52,12.9,0.1,1.3,0.082,,,"$3,804,360",,2022,2021,2023
441,Romeo Langford,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,0.451,3.6,2.0,-1.2,1.1,10.7,1.0,0.185,-2.3,4.6,0.2,9.3,1.4,7.4,7.7,0.52,13.0,0.2,1.3,0.084,,,"$3,804,360",,2022,2021,2023
442,Romeo Langford,SG,22,SAS,4,0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,0.286,5.8,0.0,-4.2,-0.4,9.8,0.0,1.143,-3.8,0.0,0.0,8.1,1.1,0.0,4.9,0.523,10.3,0.0,0.0,0.053,,,"$3,804,360",,2022,2021,2023
443,Zach LaVine,SG,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,0.401,20.8,0.9,2.4,-1.5,13.8,1.3,0.316,3.9,1.1,4.5,20.0,0.9,11.2,7.4,0.605,28.8,2.6,5.8,0.12,"$40,064,220",CHI,"$19,500,000",$40064220,2022,2021,2023
444,Jake Layman,SF,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1.0,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,0.479,5.3,2.1,-3.9,-0.6,14.3,0.2,0.247,-3.3,2.7,-0.1,9.0,1.4,11.0,8.4,0.5,16.4,-0.1,0.1,0.024,,,"$3,940,184",,2022,2021,2023
445,Damion Lee,SG,29,GSW,63,5,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,0.488,7.1,0.5,-2.0,0.4,14.9,1.8,0.196,-2.4,2.4,0.9,10.9,1.5,8.4,8.8,0.561,15.8,0.0,2.7,0.102,,,"$1,910,860",$2528233,2022,2021,2023
446,Saben Lee,PG,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,0.339,26.2,1.8,-0.4,1.5,13.0,0.7,0.401,-1.9,3.1,0.3,13.8,2.9,14.7,7.8,0.499,17.3,0.2,0.9,0.073,,,"$1,489,065",,2022,2021,2023
447,Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4.0,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,0.119,10.6,3.5,-2.9,0.3,19.3,0.5,0.358,-3.2,9.0,0.4,13.1,1.0,17.4,14.1,0.577,17.1,-0.1,0.9,0.07,,,"$3,731,707",$2019706,2022,2021,2023
448,Caris LeVert,SG,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,0.3,22.0,1.1,-1.2,-1.2,10.7,1.0,0.226,0.0,2.7,1.2,15.1,1.4,10.3,6.7,0.525,25.4,0.4,2.2,0.059,,,"$17,500,000",$15384616,2022,2021,2023
449,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,0.304,22.8,1.3,-0.3,-1.3,11.2,0.4,0.235,1.0,2.7,1.1,16.3,1.4,9.9,6.9,0.53,26.8,0.5,1.5,0.06,,,"$17,500,000",$15384616,2022,2021,2023
450,Caris LeVert,SG,27,CLE,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,0.289,20.5,0.8,-3.1,-1.1,9.7,0.6,0.203,-2.1,2.6,0.1,12.4,1.4,11.6,6.2,0.511,22.3,-0.2,0.7,0.057,,,"$17,500,000",$15384616,2022,2021,2023
451,Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,0.397,21.7,0.3,-4.0,-1.2,10.0,0.2,0.082,-2.8,2.9,-0.3,9.8,1.6,14.7,6.3,0.466,22.3,-0.2,-0.1,-0.017,"$5,722,116",NOP,"$3,822,240",$5722116,2022,2021,2023
452,Scottie Lewis,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,,16.2,0.0,6.0,5.9,0.0,0.0,,0.0,0.0,0.0,14.6,6.9,0.0,0.0,0.568,5.3,0.0,0.0,0.164,,,,,2022,2021,2023
453,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,0.514,34.0,1.0,1.3,-2.7,11.6,0.1,0.328,4.0,1.3,1.7,18.5,0.8,11.6,6.2,0.55,29.3,0.9,1.7,0.079,"$45,640,084",POR,"$39,344,900",$45640084,2022,2021,2023
454,Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,0.489,7.4,3.3,-1.4,-0.6,18.7,0.6,0.298,-0.9,5.7,1.2,13.5,1.1,10.1,11.9,0.575,15.8,0.2,1.7,0.076,"$6,250,000",POR,"$2,316,240",$6250000,2022,2021,2023
455,Isaiah Livers,SF,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,0.711,8.0,1.6,-1.5,-0.2,12.5,0.3,0.156,-1.3,4.0,0.4,11.1,1.7,13.5,8.0,0.629,12.4,0.0,0.7,0.085,"$1,836,096",DET,"$1,057,260",$1836096,2022,2021,2023
456,Kevon Looney,C,25,GSW,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0.003,13.2,2.9,0.9,1.7,23.8,3.2,0.343,-0.9,13.5,3.5,15.7,1.4,13.8,18.8,0.586,12.2,1.3,6.8,0.187,"$8,500,000",GSW,"$5,178,572",$7500000,2022,2021,2023
457,Brook Lopez,C,33,MIL,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,0.405,3.0,4.8,-1.3,-0.7,11.9,0.3,0.176,-0.7,6.9,0.3,16.0,1.3,7.8,9.4,0.57,21.9,0.1,0.7,0.108,,,"$13,302,325",$25000000,2022,2021,2023
458,Robin Lopez,C,33,ORL,36,9,17.0,3.1,5.5,0.553,0.1,0.2,0.333,3.0,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,0.03,14.4,2.7,-3.8,-1.4,10.0,0.3,0.271,-2.4,11.7,0.5,13.7,0.2,16.5,10.9,0.57,18.9,-0.3,0.8,0.064,,,"$5,000,000",$2019706,2022,2021,2023
459,Didi Louzada,SG-SF,22,TOT,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,0.697,5.3,1.5,-7.5,-3.4,10.6,0.0,0.061,-4.1,4.1,0.0,6.4,0.8,12.9,7.2,0.517,13.0,-0.2,0.0,-0.005,"$268,032",POR,"$1,786,878",$268032,2022,2021,2023
460,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,17.1,0.0,-12.5,-8.4,0.0,0.0,0.0,-4.1,31.0,0.0,-1.2,0.0,0.0,15.8,0.0,18.4,0.0,0.0,-0.238,"$268,032",POR,"$1,786,878",$268032,2022,2021,2023
461,Didi Louzada,SG,22,POR,7,1,17.4,1.7,4.3,0.4,1.3,2.9,0.45,0.4,1.4,0.3,0.55,0.3,0.3,1.0,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,0.667,4.7,1.6,-7.2,-3.1,11.2,0.0,0.067,-4.1,2.6,0.0,6.8,0.8,13.9,6.8,0.567,12.7,-0.2,0.0,0.008,"$268,032",POR,"$1,786,878",$268032,2022,2021,2023
462,Kevin Love,C,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0.627,15.3,1.0,4.5,0.1,29.2,2.5,0.26,4.4,5.9,3.2,19.6,0.8,10.4,17.8,0.594,25.1,2.7,5.7,0.164,,,"$31,300,000",$3835738,2022,2021,2023
463,Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,0.609,32.3,0.8,2.0,0.8,13.0,2.7,0.278,1.1,1.8,3.7,15.0,1.6,19.3,7.5,0.6,18.2,2.1,6.4,0.143,"$29,682,540",MIA,"$26,984,128",$29682540,2022,2021,2023
464,Gabriel Lundberg,SG,27,PHO,4,0,11.0,1.3,4.8,0.263,0.8,2.0,0.375,0.5,2.8,0.182,0.342,0.0,0.0,,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,0.421,31.5,0.0,-4.8,0.5,11.9,0.1,0.0,-5.3,5.0,-0.1,7.7,3.3,13.6,8.5,0.342,21.5,0.0,0.0,-0.005,,,,,2022,2021,2023
465,Timothé Luwawu-Cabarrot,SF,26,ATL,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,0.656,7.7,0.8,-3.3,-1.0,10.3,0.3,0.22,-2.3,2.7,0.6,9.3,1.3,8.9,6.6,0.556,14.3,-0.2,0.9,0.061,,,"$1,939,350",,2022,2021,2023
466,Trey Lyles,PF,26,TOT,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,0.372,9.0,1.9,-0.3,-0.8,21.2,1.2,0.432,0.5,6.0,2.4,16.4,0.9,9.8,13.4,0.588,20.7,0.7,3.5,0.111,,,"$2,500,000",$8000000,2022,2021,2023
467,Trey Lyles,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,0.38,9.5,2.4,0.0,-0.4,21.2,0.9,0.458,0.5,6.2,1.3,16.7,1.1,10.5,13.3,0.576,22.3,0.5,2.2,0.106,,,"$2,500,000",$8000000,2022,2021,2023
468,Trey Lyles,PF,26,SAC,24,20,22.8,3.6,7.4,0.489,1.0,2.6,0.365,2.7,4.8,0.557,0.553,2.4,2.8,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,0.354,8.1,1.0,-1.0,-1.6,21.3,0.3,0.376,0.7,5.7,1.1,16.0,0.6,8.4,13.4,0.612,17.8,0.1,1.4,0.12,,,"$2,500,000",$8000000,2022,2021,2023
