,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear,SalClean,SalNorm,PrevSalClean,NextSalClean,PrevSalNorm,NextSalNorm
252,Paul George,PF,31,LAC,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,0.404,28.1,1.0,3.7,1.9,19.2,1.9,0.233,1.8,1.2,-0.6,18.6,3.0,15.2,10.5,0.538,33.7,1.6,1.3,0.057,"$45,640,084",LAC,"$39,344,970",$45640084,2022,2021,2022,,,39.34497,45.640084,47.60743470003736,50.20427694605151
254,Josh Giddey,SF,19,OKC,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,0.318,32.3,1.1,-0.9,0.3,19.8,1.7,0.118,-1.2,5.8,-1.3,13.3,1.5,19.5,12.7,0.478,22.2,0.5,0.4,0.01,"$6,587,040",OKC,"$5,988,000",$6587040,2022,2021,2022,,,5.988,6.58704,7.245483196043197,7.245770634749908
255,Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,0.282,31.1,2.2,3.4,0.5,13.0,1.8,0.385,2.9,1.9,2.8,20.9,1.8,11.1,7.4,0.557,30.8,2.7,4.6,0.113,"$33,386,850",OKC,"$5,495,532",$33386850,2022,2021,2022,,,5.495532,33.38685,6.649596653192662,36.72567
256,Anthony Gill,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,0.239,8.3,2.0,-1.9,-1.3,12.2,0.2,0.477,-0.6,8.0,1.1,14.7,0.5,12.0,10.2,0.682,14.4,0.0,1.4,0.14,"$1,997,238",WAS,"$1,517,981",$1997238,2022,2021,2022,,,1.517981,1.997238,1.8367578202092265,2.1969698758481258
258,Rudy Gobert,C,29,UTA,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,0.008,5.1,5.7,4.6,1.7,36.3,4.3,0.864,2.9,12.9,7.3,24.7,1.0,14.5,25.0,0.732,16.9,3.6,11.7,0.264,"$41,000,000",MIN,"$35,344,828",$41000000,2022,2021,2022,,,35.344828,41.0,42.76726074499617,45.10016578383405
260,Jordan Goodwin,SG,23,WAS,2,0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,-34.1,-9.4,18.2,0.0,0.0,-24.7,0.0,-0.1,-20.4,0.0,0.0,9.2,0.0,22.2,0.0,-0.1,-0.533,"$1,927,896",PHO,,$1927896,2022,2021,2022,,,0.0,1.927896,0.0,2.1206933954631837
261,Aaron Gordon,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,0.312,11.6,1.7,-0.6,-1.1,14.3,2.0,0.276,0.5,6.1,3.2,15.3,0.9,12.5,10.3,0.602,19.7,0.9,5.2,0.105,"$21,266,182",DEN,"$16,409,091",$22266182,2022,2021,2022,,,16.409091,22.266182,19.855008868210366,24.492890233488335
263,Devonte' Graham,PG,26,NOP,76,63,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.481,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,0.691,21.0,0.5,-1.0,-1.2,7.3,1.2,0.172,0.2,1.9,1.6,12.1,1.6,10.7,4.5,0.514,19.5,0.5,2.8,0.062,"$12,100,000",SAS,"$11,000,000",$12100000,2022,2021,2022,,,11.0,12.1,13.310005871154836,13.310048926448586
268,Jalen Green,SG,19,HOU,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,0.48,13.1,0.8,-2.9,-2.4,10.0,0.2,0.247,-0.5,1.7,0.5,12.5,1.0,11.3,5.8,0.547,23.7,-0.5,0.7,0.015,"$9,891,480",HOU,"$8,992,200",$9891480,2022,2021,2022,,,8.9922,9.89148,10.880566799508959,10.880667996279971
272,Josh Green,SG,21,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,0.305,11.0,1.2,-1.0,1.4,11.7,1.4,0.176,-2.4,5.6,1.0,11.9,2.2,13.8,8.6,0.578,13.9,0.3,2.4,0.111,"$4,765,339",DAL,"$2,957,520",$4765339,2022,2021,2022,,,2.95752,4.765339,3.5786007785507143,5.241892168687072
274,Quentin Grimes,SG,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,0.804,8.5,1.4,-0.3,0.9,9.8,0.9,0.081,-1.2,3.2,0.6,10.7,2.0,10.3,6.4,0.565,15.1,0.3,1.4,0.087,"$2,385,720",NYK,"$2,168,760",$2385720,2022,2021,2022,,,2.16876,2.38572,2.6242007575568875,2.6243016466782576
277,Tyrese Haliburton,SG-PG,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,0.428,34.1,1.6,2.6,-0.1,10.3,1.8,0.209,2.7,2.5,5.2,18.2,2.4,16.7,6.3,0.595,19.0,3.1,7.0,0.125,"$5,808,435",IND,"$4,023,600",$5808435,2022,2021,2022,,,4.0236,5.808435,4.868558147561691,6.389301986454248
278,Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,0.43,31.4,1.7,2.6,0.4,10.0,1.2,0.177,2.2,2.4,2.7,17.0,2.4,15.4,6.2,0.575,18.3,2.0,4.0,0.109,"$5,808,435",IND,"$4,023,600",$5808435,2022,2021,2022,,,4.0236,5.808435,4.868558147561691,6.389301986454248
279,Tyrese Haliburton,PG,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,0.424,38.9,1.4,2.8,-1.0,10.9,0.6,0.266,3.8,2.6,2.5,20.5,2.5,18.9,6.7,0.629,20.3,1.1,3.0,0.156,"$5,808,435",IND,"$4,023,600",$5808435,2022,2021,2022,,,4.0236,5.808435,4.868558147561691,6.389301986454248
282,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,0.574,11.4,0.4,-0.2,0.2,12.8,1.5,0.194,-0.4,1.2,0.5,12.7,1.5,5.6,7.0,0.52,22.0,0.6,2.0,0.077,"$17,897,728",DAL,"$21,306,816",$17897728,2022,2021,2022,,,21.306816,17.897728,25.781258732328713,19.68757316960899
283,James Harden,PG,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,0.452,40.3,1.3,4.0,0.3,19.7,2.7,0.54,3.7,2.6,4.9,20.9,1.7,18.8,11.3,0.583,27.2,3.7,7.6,0.152,"$35,640,000",PHI,"$43,848,000",$35640000,2022,2021,2022,,,43.848,35.64,53.05610340349066,39.20414411063038
284,James Harden,PG,32,BRK,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,0.435,39.7,1.7,4.1,0.4,20.2,1.8,0.496,3.7,2.9,2.6,20.4,1.7,19.8,11.7,0.576,28.3,2.5,4.4,0.13,"$35,640,000",PHI,"$43,848,000",$35640000,2022,2021,2022,,,43.848,35.64,53.05610340349066,39.20414411063038
285,James Harden,PG,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,0.493,41.4,0.6,3.8,0.1,18.9,0.9,0.65,3.8,1.9,2.3,21.8,1.6,16.4,10.5,0.601,24.9,1.2,3.3,0.197,"$35,640,000",PHI,"$43,848,000",$35640000,2022,2021,2022,,,43.848,35.64,53.05610340349066,39.20414411063038
288,Montrezl Harrell,C,28,TOT,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,0.031,13.9,2.3,3.9,0.1,18.7,1.2,0.533,3.7,10.0,6.1,23.2,0.9,9.5,14.4,0.68,20.2,2.4,7.3,0.213,"$2,760,026",PHI,"$9,720,900",$2019706,2022,2021,2022,,,9.7209,2.019706,11.762294188446278,2.2216847666976665
289,Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8.0,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,0.039,13.9,2.4,4.8,0.6,20.8,0.9,0.535,4.3,9.7,4.2,23.9,0.8,9.6,15.3,0.684,20.8,1.9,5.1,0.217,"$2,760,026",PHI,"$9,720,900",$2019706,2022,2021,2022,,,9.7209,2.019706,11.762294188446278,2.2216847666976665
290,Montrezl Harrell,C,28,CHO,25,0,21.0,4.4,6.9,0.645,0.0,0.1,0.0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,0.012,13.9,2.2,1.8,-0.8,14.2,0.3,0.529,2.6,10.6,1.9,21.7,1.0,9.4,12.3,0.672,19.0,0.5,2.2,0.203,"$2,760,026",PHI,"$9,720,900",$2019706,2022,2021,2022,,,9.7209,2.019706,11.762294188446278,2.2216847666976665
291,Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,0.546,9.5,0.5,-2.4,-0.4,5.3,1.0,0.172,-2.0,2.2,1.1,10.9,1.6,9.3,3.7,0.571,16.4,-0.2,2.2,0.06,"$13,000,000",ORL,"$20,482,143",$13000000,2022,2021,2022,,,20.482143,13.0,24.783403962166634,14.300052565605919
292,Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,0.71,4.5,0.4,-1.4,-0.5,12.8,0.2,0.048,-0.9,1.3,0.3,9.6,0.8,11.2,7.2,0.624,14.5,0.1,0.5,0.06,"$19,928,571",DET,"$17,357,143",$19928571,2022,2021,2022,,,17.357143,19.928571,21.002152294224917,21.92150868133921
293,Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,0.269,15.9,1.5,0.0,-0.6,18.1,2.6,0.198,0.6,3.4,3.0,15.9,0.9,9.5,10.9,0.566,21.7,1.3,5.6,0.105,"$39,270,150",PHI,"$36,000,000",$39270150,2022,2021,2022,,,36.0,39.27015,43.56001921468856,43.197323789171485
295,Josh Hart,SG,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0.374,18.9,0.7,0.9,0.5,20.7,1.5,0.371,0.5,3.7,2.8,16.1,1.7,14.7,12.0,0.61,18.6,1.3,4.4,0.117,"$12,960,000",NYK,"$12,000,000",$12960000,2022,2021,2022,,,12.0,12.96,14.520006404896186,14.256052403865594
296,Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,0.337,17.7,0.8,0.7,0.9,21.9,1.4,0.399,-0.2,4.2,2.1,15.2,1.6,15.1,12.8,0.604,16.7,0.9,3.4,0.119,"$12,960,000",NYK,"$12,000,000",$12960000,2022,2021,2022,,,12.0,12.96,14.520006404896186,14.256052403865594
297,Josh Hart,SG,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,0.454,23.1,0.5,1.8,-1.0,16.7,0.2,0.311,2.7,2.3,0.8,19.4,1.9,13.7,9.2,0.622,25.0,0.4,1.0,0.112,"$12,960,000",NYK,"$12,000,000",$12960000,2022,2021,2022,,,12.0,12.96,14.520006404896186,14.256052403865594
300,Sam Hauser,SF,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,0.88,9.1,1.2,2.3,-0.3,16.0,0.2,0.0,2.7,3.5,0.4,14.8,0.3,3.8,9.9,0.65,14.5,0.2,0.6,0.171,"$1,927,896",BOS,"$313,737",$1927896,2022,2021,2022,,,0.313737,1.927896,0.3796219374544096,2.1206933954631837
302,Killian Hayes,PG,20,DET,66,40,25.0,2.7,7.0,0.383,0.7,2.5,0.263,2.0,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.364,24.6,1.9,-3.5,0.8,12.0,1.5,0.161,-4.3,2.2,-1.0,9.3,2.3,18.4,6.9,0.461,15.7,-0.6,0.5,0.014,"$7,413,955",DET,"$5,572,680",$7413955,2022,2021,2022,,,5.57268,7.413955,6.74294577436974,8.155380478387448
303,Gordon Hayward,SF,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,0.357,16.1,1.3,-0.7,-0.8,12.8,1.0,0.241,0.1,2.5,1.9,15.1,1.4,10.6,7.6,0.57,20.7,0.5,2.8,0.087,"$31,500,000",CHO,"$29,900,000",$31500000,2022,2021,2022,,,29.9,31.5,36.17901595886633,34.650127370506645
309,Willy Hernangómez,C,27,NOP,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,0.526,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1,0.037,11.9,2.2,0.2,-1.5,26.3,0.9,0.431,1.8,18.5,2.2,22.2,1.2,11.6,22.3,0.582,22.5,0.5,3.2,0.18,"$2,559,942",NOP,"$2,327,220",$2559942,2022,2021,2022,,,2.32722,2.559942,2.8159374421335417,2.815946551146334
310,Tyler Herro,SG,22,MIA,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,0.391,20.9,0.4,0.7,-0.9,15.4,2.4,0.195,1.6,1.7,1.3,16.2,1.0,12.5,8.7,0.561,28.8,1.5,3.8,0.084,"$27,000,000",MIA,"$4,004,280",$27000000,2022,2021,2022,,,4.00428,27.0,4.845180937249808,29.700109174719984
311,Buddy Hield,SG,29,TOT,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0.652,13.8,0.9,-1.2,-1.7,12.8,1.1,0.116,0.5,2.9,0.8,12.9,1.4,11.7,7.8,0.548,22.4,0.5,1.9,0.036,"$19,279,841",IND,"$22,477,273",$19279841,2022,2021,2022,,,22.477273,19.279841,27.19751232705001,21.20790305819417
312,Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9.0,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4,0.714,10.0,0.8,-1.3,-1.5,12.4,0.8,0.133,0.2,2.9,0.0,11.9,1.5,10.9,7.6,0.54,22.5,0.3,0.7,0.023,"$19,279,841",IND,"$22,477,273",$19279841,2022,2021,2022,,,22.477273,19.279841,27.19751232705001,21.20790305819417
313,Buddy Hield,SG,29,IND,26,26,35.6,7.0,15.6,0.447,3.1,8.5,0.362,3.9,7.1,0.549,0.546,1.2,1.3,0.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2,0.546,20.3,0.9,-1.1,-2.2,13.4,0.3,0.086,1.1,2.7,0.8,14.5,1.3,13.0,8.0,0.563,22.4,0.2,1.1,0.059,"$19,279,841",IND,"$22,477,273",$19279841,2022,2021,2022,,,22.477273,19.279841,27.19751232705001,21.20790305819417
314,Haywood Highsmith,SF,25,MIA,19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,0.609,5.1,1.9,-4.6,-1.3,10.9,0.2,0.109,-3.3,7.1,0.0,7.0,0.6,5.9,9.0,0.446,14.0,-0.1,0.1,0.041,"$1,902,137",MIA,"$290,967",$1902137,2022,2021,2022,,,0.290967,1.902137,0.352070225301119,2.0923583913064574
325,Jrue Holiday,PG,31,MIL,67,64,33.0,7.1,14.2,0.501,2.0,4.8,0.411,5.2,9.4,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,0.336,31.8,1.3,3.2,0.3,10.9,2.4,0.189,2.9,3.4,4.5,19.8,2.4,15.0,7.2,0.593,23.5,2.9,6.9,0.15,"$36,158,747",MIL,"$30,133,333",$36861707,2022,2021,2022,,,30.133333,36.861707,36.4613490134058,40.54802675061259
329,Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,0.017,6.8,3.3,-0.5,-0.1,22.9,0.9,0.3,-0.4,9.3,2.4,17.8,0.8,14.2,16.1,0.689,15.8,0.4,3.2,0.145,"$12,046,020",DAL,"$10,384,500",$12046020,2022,2021,2022,,,10.3845,12.04602,12.565250542637036,13.250670708180015
334,Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,0.466,16.4,4.2,4.3,2.9,22.2,3.8,0.167,1.4,6.0,3.7,16.7,1.2,9.6,14.3,0.574,14.8,3.2,7.6,0.181,"$10,000,000",BOS,"$27,000,000",$10000000,2022,2021,2022,,,27.0,10.0,32.67001441101642,11.000040435081475
335,Talen Horton-Tucker,SG,21,LAL,60,19,25.2,3.7,9.0,0.416,0.8,3.0,0.269,2.9,5.9,0.492,0.462,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5,10.0,0.338,14.9,1.7,-3.3,-0.2,11.1,1.2,0.232,-3.2,2.6,-0.2,11.0,1.9,12.1,6.9,0.503,19.2,-0.5,1.1,0.033,"$11,020,000",UTA,"$9,500,000",$11020000,2022,2021,2022,,,9.5,11.02,11.495005070542815,12.122044559459786
342,Kevin Huerter,SF,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,0.541,13.2,1.1,-1.2,-0.7,11.0,1.0,0.068,-0.5,1.6,1.8,11.9,1.2,10.4,6.4,0.57,17.5,0.4,2.8,0.062,"$15,669,643",SAC,"$4,253,357",$15669643,2022,2021,2022,,,4.253357,15.669643,5.146564240192503,17.236670660329143
348,De'Andre Hunter,SF,24,ATL,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,0.339,6.1,1.2,-3.9,-1.5,10.4,0.7,0.289,-2.4,1.8,0.4,10.6,1.1,9.6,6.1,0.547,19.9,-0.8,1.1,0.034,"$20,089,286",ATL,"$7,775,400",$20089286,2022,2021,2022,,,7.7754,20.089286,9.408238150052485,22.09829583119162
350,Bones Hyland,SG,21,DEN,69,4,19.0,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,0.627,21.2,1.4,-0.4,-0.7,14.4,1.3,0.219,0.3,1.2,1.1,14.4,1.5,12.1,8.0,0.558,23.8,0.5,2.4,0.088,"$2,306,400",LAC,"$2,096,880",$2306400,2022,2021,2022,,,2.09688,2.3064,2.5372259191915596,2.5370493259471916
356,Brandon Ingram,SF,24,NOP,55,55,34.0,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7,0.23,27.8,1.3,2.0,-0.6,17.3,1.3,0.328,2.6,2.0,2.5,18.7,0.9,11.8,9.5,0.554,29.3,1.9,3.9,0.099,"$33,833,400",NOP,"$29,467,800",$33833400,2022,2021,2022,,,29.4678,33.8334,35.656053728183316,37.21687680562856
360,Isaiah Jackson,C,20,IND,36,15,15.0,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.584,0.575,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3,0.078,2.9,8.4,-1.6,0.0,18.7,0.7,0.427,-1.6,12.2,0.7,20.5,2.3,14.0,15.4,0.607,22.5,0.0,1.4,0.126,"$2,696,280",IND,"$2,451,120",$2696280,2022,2021,2022,,,2.45112,2.69628,2.965856508264095,2.9659189024301478
361,Jaren Jackson Jr.,PF,22,MEM,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,0.387,5.8,7.4,-0.1,0.8,16.9,3.7,0.333,-0.9,5.7,1.7,17.0,1.6,9.9,11.2,0.535,25.4,1.0,5.4,0.121,"$27,102,202",MEM,"$9,180,560",$27102202,2022,2021,2022,,,9.18056,27.102202,11.108482500044477,29.812531787974603
369,LeBron James,C,37,LAL,56,56,37.2,11.4,21.8,0.524,2.9,8.0,0.359,8.6,13.8,0.62,0.59,4.5,6.0,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,0.367,30.6,2.5,7.7,0.8,20.4,2.3,0.275,6.9,3.3,5.2,26.2,1.7,12.5,11.8,0.619,32.3,5.1,7.5,0.172,"$53,369,986",LAL,"$41,180,544",$47607350,2022,2021,2022,,,41.180544,47.60735,49.8284802197591,52.368277500707606
373,Isaiah Joe,SG,22,PHI,55,1,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.3,0.8,0.405,0.477,0.5,0.6,0.935,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9,3.6,0.763,8.1,0.4,-4.6,-1.5,9.0,0.4,0.175,-3.1,1.1,0.0,7.7,1.1,9.1,5.1,0.519,15.5,-0.4,0.4,0.035,"$1,997,238",OKC,"$1,517,981",$1997238,2022,2021,2022,,,1.517981,1.997238,1.8367578202092265,2.1969698758481258
381,Jalen Johnson,PF,20,ATL,22,0,5.5,1.0,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,0.317,3.7,1.5,-4.9,-1.1,21.8,0.1,0.171,-3.9,1.8,-0.1,11.3,1.2,17.0,11.9,0.59,19.3,-0.1,0.0,0.013,"$2,925,360",ATL,"$2,659,560",$2925360,2022,2021,2022,,,2.65956,2.92536,3.218069019517142,3.2179078287169944
384,Keldon Johnson,SF,22,SAS,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,0.395,9.5,0.5,-0.5,-1.2,16.7,2.0,0.231,0.7,3.5,2.9,15.2,1.2,7.6,10.0,0.574,21.3,0.9,4.9,0.098,"$20,000,000",SAS,"$2,145,720",$20000000,2022,2021,2022,,,2.14572,20.0,2.596322345259487,22.00008087016295
385,Keon Johnson,SG,19,TOT,37,12,18.8,2.6,7.4,0.353,0.9,2.7,0.34,1.7,4.6,0.36,0.415,1.1,1.4,0.804,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9,7.2,0.368,16.3,1.7,-5.9,-2.0,9.1,0.4,0.188,-4.0,3.7,-0.8,8.7,2.0,13.5,6.3,0.453,21.2,-0.7,-0.5,-0.031,"$2,808,720",POR,"$2,553,120",$2808720,2022,2021,2022,,,2.55312,2.80872,3.0892765627057126,3.089603357082204
386,Keon Johnson,SG,19,LAC,15,0,9.0,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1.0,1.4,0.9,0.5,0.1,0.5,1.4,3.5,0.216,13.7,1.3,-5.7,0.3,11.4,0.2,0.412,-6.0,4.8,-0.1,9.4,2.5,10.4,8.2,0.44,21.9,-0.1,0.1,0.018,"$2,808,720",POR,"$2,553,120",$2808720,2022,2021,2022,,,2.55312,2.80872,3.0892765627057126,3.089603357082204
387,Keon Johnson,SG,19,POR,22,12,25.5,3.6,10.0,0.357,1.4,4.0,0.348,2.2,6.0,0.364,0.428,1.1,1.4,0.833,0.8,1.9,2.7,2.9,1.0,0.5,1.8,2.2,9.7,0.403,17.0,1.8,-6.0,-2.5,8.5,0.2,0.136,-3.5,3.4,-0.7,8.5,1.8,14.3,5.9,0.457,21.1,-0.6,-0.5,-0.043,"$2,808,720",POR,"$2,553,120",$2808720,2022,2021,2022,,,2.55312,2.80872,3.0892765627057126,3.089603357082204
